Sexe,Année de naissance,Commune,Situation familiale,Habitat,Catégorie socioprofessionnelle,Nationalité,Nombre d'enfant(s),Date du contact,1er contact,Motif,Violences,Produits addictifs,Envoyé(e) par institution,age_contact
F,1993,Nouméa,Union libre,Locataire,Etudiant-e,,0,2013-07,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,20
M,1993,Nouméa,Union libre,Hébergé,,,3,2019-12,True,Auteur,"Psychologiques,Physiques",,Entourage,26
M,1993,Nouméa,Union libre,Locataire,Employé-e,,,2019-04,True,Auteur,"Physiques,Verbales,Psychologiques",,Tribunal,26
F,1993,Nouméa,Séparé(e),Locataire,Vendeuse,,1,2021-08,True,Mixte,"Verbales,Psychologiques,Physiques,Économiques,Administratives",,Centre d'information des droits des femmes et égalité,28
M,1993,Nouméa,Célibataire,Hébergé,Sans Emploi,,0,2015-12,True,Mixte,"Psychologiques,Physiques",alcool,Entourage,22
F,1993,Mont dore,Union libre,,Etudiant-e,,,2013-07,True,Mixte,"Psychologiques,Économiques,Sexuelles",,Entourage,20
F,1993,,Union libre,Hébergé,Employé-e,FRANCAISE,,2017-07,False,Mixte,"Verbales,Physiques",,,24
M,1993,Nouméa,Union libre,Hébergé,,,,2020-03,True,Auteur,"Verbales,Physiques,Psychologiques",,,27
F,1993,Paita,Union libre,Locataire,Ouvrier-ère,FRANCAISE,,2022-11,True,Victime,,,Services Province Sud,29
M,1993,Nouméa,Union libre,Squat,Commercial,FRANCAISE,1,2016-06,True,Auteur,Physiques,,Tribunal,23
M,1993,Paita,Séparé(e),Locataire,Employé-e,,2,2020-03,True,Auteur,Physiques,,Tribunal,27
F,1993,Nouméa,Union libre,Locataire,Employé-e,,0,2019-09,True,Auteur,Physiques,alcool,Entourage,26
M,1993,Nouméa,Séparé(e),Locataire,Vendeur-se,,1,2021-08,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,28
M,1993,Dumbéa,Union libre,Locataire,Ouvrier-ère,FRANCAISE,,2022-06,True,Auteur,"Verbales,Physiques",,Professionnels de santé,29
M,1993,,,,,,,2013-10,True,Auteur,Physiques,,Tribunal,20
F,1993,Voh,Célibataire,Locataire,,,,2023-07,True,Mixte,"Psychologiques,Physiques",,,30
F,1993,Nouméa,Union libre,Locataire,Employé-e,,1,2020-01,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,27
F,1993,Mont dore,Séparé(e),Hébergé,,FRANCAISE,,2022-11,True,Victime,"Verbales,Psychologiques,Physiques",,Entourage,29
F,1992,Mont dore,Union libre,,Ouvrier-ère,,0,2013-01,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Tribunal,20
M,1992,Thio,Séparé(e),,Sans Emploi,,1,2014-12,True,Auteur,"Verbales,Physiques",alcool,Tribunal,21
M,1992,Dumbéa,,Hébergé,,,2,2021-02,True,Auteur,"Verbales,Physiques,Psychologiques",,Entourage,28
F,1992,Nouméa,,Squat,Sans Emploi,FRANCAISE,1,2012-10,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,19
M,1992,Mont dore,Union libre,Hébergé,Intérimaire,,0,2016-03,True,Auteur,Physiques,,Tribunal,23
M,1992,Nouméa,Union libre,Hébergé,Maison du pare brise,,,2023-03,False,Auteur,"Verbales,Physiques",,Service pénitentiaire d'insertion et de probation SPIP,30
F,1992,Nouméa,Célibataire,Hébergé,Etudiant-e,FRANCAISE,,2011-12,True,Mixte,"Psychologiques,Physiques",,Police,19
F,1992,Nouméa,Marié(e),Hébergé,Sans Emploi,FRANCAISE,,2022-05,True,Victime,"Verbales,Psychologiques,Physiques,Sexuelles,Économiques,Administratives",,Centre d'information des droits des femmes et égalité,29
F,1992,Mont dore,Union libre,Squat,Sans Emploi,,2,2019-07,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,26
F,1992,Nouméa,Union libre,Locataire,Animatrice-eur,,0,2015-01,True,Victime,"Psychologiques,Physiques",alcool,Tribunal,22
F,,Nouméa,Célibataire,Hébergé,Etudiant-e,FRANCAISE,,2010-07,True,Victime,"Verbales,Physiques,Psychologiques",,Tribunal,17
F,1992,Mont dore,Union libre,Hébergé,,,4,2023-02,True,Victime,"Verbales,Psychologiques,Physiques",,Gendarmerie,30
F,1992,Nouméa,Union libre,Hébergé,,FRANCAISE,2,2022-09,True,Victime,Physiques,,,30
F,1992,Boulouparis,Union libre,,Employé-e,,2,2014-08,True,Victime,"Verbales,Psychologiques,Physiques",drogue,Tribunal,21
F,1992,Mont dore,Séparé(e),Locataire,Employé-e,,1,2019-11,True,Mixte,"Verbales,Psychologiques,Physiques",drogue,Professionnels de santé,27
F,1992,Nouméa,Union libre,Hébergé,Sans Emploi,,1,2014-11,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,22
M,1992,Nouméa,Union libre,Hébergé,Etudiant-e,FRANCAISE,0,2016-10,True,Auteur,"Verbales,Physiques",alcool,Tribunal,24
F,1992,Nouméa,Union libre,Locataire,Employé-e,,2,2018-10,True,Mixte,"Verbales,Physiques",,Police,26
M,1992,Nouméa,Célibataire,,,FRANCAISE,,2012-08,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,20
F,1992,Nouméa,Marié(e),Locataire,Etudiant-e,FRANCAISE,2,2022-07,True,Victime,"Verbales,Psychologiques,Physiques,Sexuelles,Menaces de mort",,Entourage,30
F,1992,Nouméa,Union libre,Squat,,,3,2023-07,True,Victime,"Verbales,Psychologiques,Physiques",,Police,31
F,1992,Mont dore,Union libre,Hébergé,Sans Emploi,,2,2013-07,True,Mixte,"Verbales,Psychologiques,Physiques",,,21
F,1992,Houailou,Union libre,,Sans Emploi,,,2013-01,True,Victime,Physiques,alcool,Tribunal,20
F,1992,Nouméa,Séparé(e),Hébergé,Employé-e,FRANCAISE,1,2016-09,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Police,24
F,1992,Nouméa,Union libre,Locataire,Etudiant-e,,,2019-10,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,27
F,1992,Nouméa,Célibataire,Hébergé,Sans Emploi,,1,2015-12,True,Mixte,Physiques,alcool,Entourage,23
F,1992,Nouméa,Union libre,Locataire,Etudiant-e,,0,2015-06,True,Victime,"Psychologiques,Physiques,Dégradations de biens",,Tribunal,23
F,,Dumbéa,Union libre,,Sans Emploi,FRANCAISE,1,2010-04,True,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,17
F,1992,Paita,Marié(e),Hébergé,,FRANCAISE,3,2022-04,True,Victime,Psychologiques,,Services Province Sud,30
M,1992,Nouméa,Union libre,Locataire,Chaudronnier-ère,FRANCAISE,,2021-11,True,Auteur,"Verbales,Psychologiques,Physiques",,Service pénitentiaire d'insertion et de probation SPIP,29
M,1992,Mont dore,Marié(e),Locataire,Ouvrier-ère,FRANCAISE,1,2022-08,True,Auteur,"Verbales,Psychologiques,Physiques",,Spontanée,30
F,1992,La foa,Séparé(e),Hébergé,Sans Emploi,FRANCAISE,2,2011-12,True,Mixte,"Verbales,Physiques",,Travailleurs sociaux,19
M,1992,Paita,Séparé(e),Hébergé,,FRANCAISE,3,2022-06,True,Auteur,,,Service pénitentiaire d'insertion et de probation SPIP,30
F,1992,Dumbéa,Union libre,Hébergé,Sans Emploi,FRANCAISE,0,2016-09,True,Mixte,"Verbales,Physiques,Sexuelles",,Spontanée,24
M,1992,Nouméa,Séparé(e),,Employé-e,,2,2023-10,True,Auteur,"Verbales,Physiques",,Service pénitentiaire d'insertion et de probation SPIP,31
M,1992,Dumbéa,Séparé(e),,Sans Emploi,,1,2023-07,True,Auteur,"Physiques,Verbales",,Spontanée,31
F,1992,Bourail,Union libre,,,,1,2013-10,True,Victime,"Psychologiques,Physiques",,Tribunal,21
F,1992,Dumbéa,Union libre,Hébergé,Sans Emploi,,1,2016-02,True,Mixte,"Psychologiques,Psychologiques,Physiques",,Services Province Sud,24
F,1992,Nouméa,Séparé(e),,Auxiliaire de vie,,2,2023-08,True,Victime,"Verbales,Psychologiques,Physiques,Sexuelles,Économiques",,Travailleurs sociaux,31
M,1992,Bourail,Union libre,Hébergé,Sans Emploi,,3,2023-10,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,31
M,1992,Nouméa,Célibataire,Hébergé,Sans Emploi,FRANCAISE,,2018-03,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,26
F,1992,Nouméa,Union libre,Squat,Sans Emploi,,2,2020-06,True,Mixte,"Verbales,Psychologiques,Sexuelles",drogue,Travailleurs sociaux,28
F,1991,Nouméa,Célibataire,Hébergé,Sans Emploi,FRANCAISE,0,2016-10,True,Mixte,"Psychologiques,Sexuelles",,Professionnels de santé,24
F,1991,Dumbéa,Union libre,Hébergé,Cuisinier,FRANCAISE,1,2017-03,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,25
F,1991,Nouméa,Union libre,,Etudiant-e,,0,2015-07,True,Mixte,"Verbales,Psychologiques,Physiques",,,23
F,1991,Nouméa,Union libre,Hébergé,Etudiant-e,,2,2016-11,False,Mixte,"Verbales,Psychologiques,Physiques",alcool,Centre d'information des droits des femmes et égalité,24
F,1991,Nouméa,,Hébergé,,FRANCAISE,1,2021-11,True,Mixte,"Verbales,Psychologiques,Physiques,Économiques",,Travailleurs sociaux,30
M,1991,Nouméa,Union libre,Locataire,Sans Emploi,,,2021-07,True,Auteur,"Verbales,Physiques",,,29
M,1991,Nouméa,Séparé(e),Hébergé,Agriculteur-rice,FRANCAISE,,2022-10,False,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,30
F,1991,Nouméa,Union libre,Locataire,Enseignant-e public,,1,2017-11,True,Mixte,"Verbales,Psychologiques",,Entourage,26
F,1991,Nouméa,Séparé(e),Squat,,,1,2024-01,True,Victime,Physiques,,Police,32
M,1991,Nouméa,Union libre,Locataire,Employé-e,,,2015-05,True,Auteur,Physiques,,Tribunal,23
M,1991,Canala,Union libre,Propriétaire,,,,2023-10,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,31
M,1991,Nouméa,Séparé(e),Hébergé,Employé-e,,2,2020-06,True,Mixte,"Verbales,Psychologiques,Physiques",,Police,28
M,1991,Dumbéa,Union libre,Locataire,Ouvrier-ère,FRANCAISE,1,2016-09,False,Auteur,"Verbales,Physiques",,Service pénitentiaire d'insertion et de probation SPIP,24
M,1991,Nouméa,Union libre,Locataire,Sans Emploi,,1,2018-12,True,Auteur,"Verbales,Psychologiques,Physiques,Menaces de mort",,Spontanée,27
F,1991,Nouméa,Union libre,Locataire,Etudiant-e,FRANCAISE,1,2016-08,True,Mixte,Physiques,,Professionnels de santé,24
F,1991,Moindou,,,Femme de service,,1,2013-09,True,Victime,"Verbales,Psychologiques,Physiques",,Tribunal,21
F,1991,Pont des français,Marié(e),,Employé-e,FRANCAISE,1,2016-03,True,Mixte,Physiques,,Spontanée,24
F,1991,La foa,Union libre,Locataire,Sans Emploi,,2,2020-07,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Économiques,Menaces de mort",drogue,Travailleurs sociaux,28
F,1991,Mont dore,Marié(e),Locataire,Responsable chantier nettoyage,,,2021-08,True,Mixte,"Verbales,Psychologiques,Physiques",,Service pénitentiaire d'insertion et de probation SPIP,29
M,1991,Nouméa,Union libre,Locataire,Ouvrier-ère,FRANCAISE,2,2018-10,True,Auteur,"Physiques,Verbales",,Police,27
F,1991,Nouméa,Union libre,Squat,Etudiant-e,,1,2019-03,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Entourage,27
F,1991,Dumbéa,Séparé(e),Locataire,Sans Emploi,FRANCAISE,3,2015-02,True,Mixte,"Verbales,Sur enfants,Physiques,Menaces de mort",alcool,Spontanée,23
M,1991,Dumbéa,Union libre,Propriétaire,Sans Emploi,,2,2019-08,True,Mixte,"Verbales,Physiques",,Tribunal,28
F,1991,Nouméa,Séparé(e),Locataire,,,2,2021-04,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles,Économiques,Menaces de mort",,Centre d'information des droits des femmes et égalité,29
F,1991,Nouméa,Union libre,Hébergé,Employé-e,,1,2022-12,False,Victime,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,31
F,1991,Nouméa,Séparé(e),Hébergé,Sans Emploi,,1,2019-09,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Travailleurs sociaux,28
F,1991,Nouméa,Séparé(e),Propriétaire,,,1,2021-05,True,Mixte,"Verbales,Psychologiques,Cyber harcèlement",,,29
F,1991,Nouméa,Union libre,Squat,Sans Emploi,,,2019-03,True,Mixte,"Verbales,Physiques",,Travailleurs sociaux,27
F,1991,,Union libre,Hébergé,Sans Emploi,,,2019-11,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Centre d'information des droits des femmes et égalité,28
F,1991,Nouméa,Union libre,Hébergé,Ouvrier-ère,,2,2013-12,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Entourage,22
M,1991,Moindou,Union libre,Propriétaire,,FRANCAISE,2,2022-02,True,Auteur,"Verbales,Psychologiques,Physiques",,Service pénitentiaire d'insertion et de probation SPIP,30
M,1991,Nouméa,Union libre,Locataire,Ouvrier-ère,FRANCAISE,1,2022-05,True,Auteur,"Verbales mixtes,Physiques,Menaces de mort",,Travailleurs sociaux,31
F,1991,Nouméa,Séparé(e),Hébergé,Employé-e,,3,2023-03,True,Victime,"Verbales,Psychologiques,Physiques",,Professionnels de santé,31
M,1991,Nouméa,Union libre,Locataire,Sans Emploi,,0,2015-11,True,Auteur,Physiques,,Tribunal,24
F,1991,Paita,Union libre,Hébergé,Sans Emploi,,,2020-01,True,Mixte,"Verbales,Psychologiques,Physiques,Économiques",,Spontanée,28
F,1991,Nouméa,Union libre,,Profession intermédiaire,FRANCAISE,1,2012-10,True,Mixte,"Verbales,Psychologiques",,Police,21
F,1991,Kone,Union libre,Locataire,Sans Emploi,,0,2023-05,True,Victime,"Psychologiques,Physiques,Sexuelles",,Professionnels de santé,32
F,1991,Nouméa,Séparé(e),Locataire,Employé-e,,1,2021-01,True,Mixte,"Verbales,Physiques",,Professionnels de santé,29
F,1991,Paita,,,Employé-e,,1,2015-02,True,Mixte,"Verbales,Physiques",,Entourage,23
F,1991,Nouméa,Union libre,Hébergé,Etudiant-e,,2,2019-10,True,Mixte,"Psychologiques,Verbales,Physiques,Économiques",,Professionnels de santé,28
F,1991,Nouméa,Célibataire,Hébergé,Sans Emploi,FRANCAISE,1,2012-02,True,Mixte,,,Professionnels de santé,21
F,1991,Mont dore,Union libre,Hébergé,Sans Emploi,,1,2016-01,True,Mixte,"Verbales,Psychologiques",alcool,Travailleurs sociaux,25
F,1991,Nouméa,Séparé(e),Hébergé,Employé-e,,2,2018-05,True,Mixte,"Verbales,Psychologiques,Physiques",,Entourage,27
M,1991,Nouméa,Union libre,Propriétaire,Employé-e,FRANCAISE,,2010-03,False,,,,,19
M,1990,Nouméa,Union libre,Locataire,Ouvrier-ère,FRANCAISE,,2022-10,True,Auteur,"Verbales,Psychologiques,Physiques",,Service pénitentiaire d'insertion et de probation SPIP,31
M,1990,Mont dore,Union libre,Locataire,Employé-e,,1,2013-03,True,Auteur,"Psychologiques,Physiques",,Tribunal,22
F,1990,Nouméa,Union libre,,,,,2020-03,True,Mixte,"Verbales,Physiques",alcool,Police,29
M,1990,Nouméa,Marié(e),Hébergé,Ouvrier-ère,,2,2015-12,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,25
F,1990,Ile des pins,Union libre,,Sans Emploi,FRANCAISE,1,2012-04,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,21
M,1990,Nouméa,Union libre,Locataire,Ouvrier-ère,FRANCAISE,4,2018-06,True,Auteur,"Verbales,Physiques",,Service pénitentiaire d'insertion et de probation SPIP,27
F,1990,Mont dore,Union libre,,Employé-e,,1,2015-08,True,Mixte,"Physiques,Verbales,Psychologiques",alcool,,24
F,1990,Dumbéa,Marié(e),Hébergé,Employé-e,,1,2019-12,True,Mixte,"Verbales,Physiques,Psychologiques",,Professionnels de santé,29
F,1990,Nouméa,Séparé(e),Hébergé,Sans Emploi,,1,2017-06,True,Mixte,"Physiques,Psychologiques,Verbales",,Centre d'information des droits des femmes et égalité,26
M,1990,Paita,Marié(e),Hébergé,Chauffeur d'engins,,4,2015-11,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,25
F,1990,Dumbéa,Union libre,Squat,Sans Emploi,FRANCAISE,1,2012-02,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,21
M,1990,Nouméa,Union libre,Hébergé,Ouvrier-ère,,0,2014-11,True,Auteur,"Verbales,Physiques",,Tribunal,24
M,1990,Nouméa,Union libre,Hébergé,Employé-e,,1,2021-07,True,Auteur,"Verbales,Physiques,Menaces de mort",alcool,Service pénitentiaire d'insertion et de probation SPIP,30
F,1990,Nouméa,Marié(e),Locataire,Auxiliaire de vie,,2,2015-03,True,Victime,"Verbales,Psychologiques,Physiques,Sexuelles",,Tribunal,24
M,1990,Nouméa,Union libre,Hébergé,Sans Emploi,FRANCAISE,1,2016-11,False,,"Verbales,Physiques,Menaces de mort",alcool,Tribunal,26
F,1990,Bourail,Union libre,Locataire,Sans Emploi,,2,2020-02,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,29
M,1990,Mont dore,Union libre,Hébergé,Sans Emploi,,2,2023-09,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,33
F,1990,Nouméa,Union libre,Hébergé,Employé-e,,4,2020-07,True,Mixte,"Verbales,Psychologiques",,Associations,29
F,1990,Nouméa,,,,,1,2015-07,True,Auteur,"Verbales,Physiques",alcool,Travailleurs sociaux,24
F,1990,Mont dore,Union libre,Hébergé,Employé-e,FRANCAISE,2,2016-08,True,Mixte,"Verbales,Psychologiques,Physiques",,Professionnels de santé,26
F,1990,Nouméa,Célibataire,Hébergé,Sans Emploi,FRANCAISE,2,2011-05,True,Mixte,"Verbales,Physiques,Physiques",,Travailleurs sociaux,20
M,1990,Nouméa,Célibataire,Squat,Ouvrier-ère,,1,2012-11,True,Auteur,Physiques,,Tribunal,22
M,1990,Nouméa,Séparé(e),Locataire,Cadre,FRANCAISE,1,2022-05,True,Mixte,"Verbales,Psychologiques,Physiques",,Tribunal,31
M,1990,Nouméa,Union libre,Squat,Patenté,FRANCAISE,,2022-12,True,Auteur,,,Service pénitentiaire d'insertion et de probation SPIP,32
F,1990,Nouméa,Union libre,Hébergé,Sans Emploi,,1,2013-07,True,Mixte,"Verbales,Psychologiques,Psychologiques,Sexuelles",,Tribunal,23
F,1990,La foa,Union libre,Hébergé,Employé-e,,2,2021-01,True,Mixte,"Verbales,Psychologiques,Physiques,Menaces de mort",,Travailleurs sociaux,30
M,1990,Pouembout,Séparé(e),Propriétaire,Employé-e,,1,2018-12,True,Mixte,"Verbales,Psychologiques,Physiques",,Spontanée,28
F,1990,Boulouparis,Pascé(e),,Agent fonction pub,,1,2021-04,True,Mixte,,,,30
M,1990,Mont dore,Union libre,Hébergé,Sans Emploi,FRANCAISE,2,2012-02,True,Auteur,Physiques,alcool,Tribunal,21
M,1990,Sarramea,Marié(e),Propriétaire,Employé-e,FRANCAISE,4,2022-04,True,Auteur,"Verbales,Physiques,Menaces de mort",,Service pénitentiaire d'insertion et de probation SPIP,31
M,1990,,Union libre,,Profession intermédiaire,FRANCAISE,2,2022-07,True,Auteur,"Verbales,Physiques,Menaces de mort",,Service pénitentiaire d'insertion et de probation SPIP,32
F,1990,Dumbéa,Union libre,Locataire,Employé-e,FRANCAISE,1,2016-09,True,Mixte,"Verbales,Psychologiques,Physiques",,Service pénitentiaire d'insertion et de probation SPIP,26
F,1990,Mont dore,Union libre,Hébergé,Femme de service,FRANCAISE,,2011-02,True,Victime,"Psychologiques,Physiques",,Tribunal,20
M,1990,Maré,,,Sans Emploi,,1,2014-01,True,Auteur,"Verbales,Physiques",alcool,Tribunal,23
F,1990,Nouméa,Célibataire,Hébergé,Sans Emploi,FRANCAISE,0,2017-01,True,Mixte,"Verbales,Psychologiques",,Services Province Sud,26
F,1990,Dumbéa,Union libre,Locataire,Employé-e,,1,2017-04,True,Mixte,Psychologiques,,Entourage,26
M,1990,Nouméa,Séparé(e),Hébergé,,,2,2023-03,True,Auteur,,,Service pénitentiaire d'insertion et de probation SPIP,32
F,1990,Mont dore,Célibataire,Hébergé,Sans Emploi,,1,2014-05,True,Victime,Physiques,,Tribunal,24
F,1990,Nouméa,Union libre,Hébergé,Femme de menage,FRANCAISE,1,2016-11,False,Victime,"Verbales,Physiques,Menaces de mort",alcool,Tribunal,26
F,1990,Nouméa,Union libre,Locataire,,FRANCAISE,2,2022-08,True,Auteur,"Verbales,Physiques",,Entourage,32
M,1990,Nouméa,Union libre,Propriétaire,,FRANCAISE,1,2022-05,True,Auteur,"Verbales,Psychologiques,Physiques,Menaces de mort",,Service pénitentiaire d'insertion et de probation SPIP,32
M,1990,Houailou,Célibataire,Propriétaire,Chauffeur d'engins,,,2023-03,True,Auteur,Physiques,,Service pénitentiaire d'insertion et de probation SPIP,33
F,1990,Nouméa,Célibataire,Locataire,Employé-e,FRANCAISE,,2011-10,False,,"Verbales,Psychologiques,Physiques",drogue,Police,21
M,1990,Nouméa,Union libre,,,FRANCAISE,,2022-09,True,Auteur,"Verbales,Psychologiques,Physiques,Menaces de mort",Prise de produits,Service pénitentiaire d'insertion et de probation SPIP,32
F,1990,Houailou,Union libre,Hébergé,Sans Emploi,,1,2014-07,True,Victime,Physiques,alcool,Tribunal,24
F,1990,Nouméa,Séparé(e),Locataire,,FRANCAISE,2,2022-04,True,Victime,"Verbales,Psychologiques,Physiques,Sexuelles,Administratives",,,32
M,,Nouméa,Union libre,Hébergé,Ouvrier-ère,,2,,False,,"Verbales,Psychologiques",,,
F,1990,Nouméa,Union libre,Locataire,Etudiant-e,,1,2017-11,True,Mixte,Physiques,,Entourage,27
F,1990,Nouméa,Union libre,Locataire,Sans Emploi,,4,2019-03,True,Mixte,"Verbales,Psychologiques,Physiques",,Travailleurs sociaux,29
M,1989,Poya,Union libre,,Employé-e,,2,2023-09,True,Auteur,"Physiques,Menaces de mort",Prise de produits,Service pénitentiaire d'insertion et de probation SPIP,33
M,1989,Nouméa,Union libre,Locataire,Employé-e,FRANCAISE,,2012-08,True,Auteur,"Verbales,Psychologiques,Physiques",,Tribunal,22
F,1989,Nouméa,,,,,0,2023-11,True,Auteur,"Verbales,Psychologiques,Physiques",Prise de produits,Service pénitentiaire d'insertion et de probation SPIP,33
F,1989,Mont dore,Union libre,Hébergé,Employé-e,,1,2014-10,True,Mixte,"Verbales,Psychologiques,Physiques",alcool,Police,24
F,1989,Nouméa,Séparé(e),Hébergé,Sans Emploi,FRANCAISE,2,2017-05,True,Mixte,"Physiques,Verbales",,Professionnels de santé,27
F,1989,Nouméa,Célibataire,Locataire,Sans Emploi,FRANCAISE,1,2022-08,True,Victime,"Psychologiques,Physiques,Économiques,Administratives,Menaces de mort",,Centre d'hébergement et de réinsertion social,32
F,1989,Tontouta,Union libre,Hébergé,Employé-e,,1,2015-10,True,Mixte,"Verbales,Psychologiques,Physiques",,Spontanée,25
F,1989,Nouméa,Union libre,Locataire,Sans Emploi,FRANCAISE,2,2022-01,True,Victime,"Verbales,Psychologiques,Physiques,Sexuelles",,Travailleurs sociaux,32
F,1989,Mont dore,Union libre,Locataire,,,3,2020-12,True,Mixte,Sexuelles,,Services Province Sud,31
F,1989,Mont dore,Marié(e),Locataire,,FRANCAISE,1,2021-12,True,Auteur,Physiques,,Tribunal,32
F,1989,Nouméa,Union libre,Squat,Sans Emploi,FRANCAISE,,2012-10,True,Victime,"Verbales,Psychologiques,Physiques",alcool,Tribunal,23
F,1989,Nouméa,Célibataire,,,FRANCAISE,,2007-11,True,Mixte,"Verbales,Psychologiques,Physiques,Sexuelles",,Professionnels de santé,18
