STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2017,,83.64,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,71.15,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,84,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,F,Female,Y55T64,55-64,_T,National,_T,No breakdown by disability,2017,,9.23,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2016,,17.72,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2018,,22.91,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2021,,14.73,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2016,,6.26,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2018,,8.91,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2021,,7.69,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,69.87,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2011,,22.58,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2019,,23.88,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2011,,21.6,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2012,,15.75,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2012,,51.96,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,UNEMPRATE,Unemployment rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,2.46,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,46.18,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2015,,70.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,88.46,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,CK,Cook Islands,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2015,,2.42,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,74.91,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,57.02,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,13.25,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2019,,4.18,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,54.46,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2017,,44.09,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2015,,72.5,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NU,Niue,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2017,,67.93,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,2015,,44.44,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2015,,38.26,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2017,,36.48,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,29.09,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,UNEMPRATE,Unemployment rate,_T,Total,Y55T64,55-64,_T,National,_T,No breakdown by disability,2019,,4.44,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,2011,,12.36,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,2019,,14.16,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,2011,,11.27,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2011,,27.08,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2012,,13.67,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),LFPARTRATE,Labour force participation rate,F,Female,Y65T999,65+,_T,National,_T,No breakdown by disability,2013,,2.05,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),LFPARTRATE,Labour force participation rate,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,2013,,3.67,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2013,,71.49,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,76.01,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2015,,65.14,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2019,,43.13,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,62.31,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,KI,Kiribati,UNEMPRATE,Unemployment rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,21.19,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2015,,52.82,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2017,,53.41,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2016,,43.31,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2018,,52.82,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2021,,50.23,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2016,,8.62,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2018,,13.04,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2021,,10.63,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,UNEMPRATE,Unemployment rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2016,,0.63,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,LFPARTRATE,Labour force participation rate,F,Female,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,27.72,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,LFPARTRATE,Labour force participation rate,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,2019,,52.79,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,VU,Vanuatu,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2019,,5.36,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2011,,14.45,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2019,,16.02,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2011,,0.87,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,MH,Marshall Islands,UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2019,,7.4,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2011,,64.18,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2012,,50.44,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2011,,19.05,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,NR,Nauru,UNEMPRATE,Unemployment rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2012,,8.85,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,SB,Solomon Islands,UNEMPRATE,Unemployment rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2012,,10.61,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),LFPARTRATE,Labour force participation rate,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,2013,,18.93,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,FM,Micronesia (Federated States of),UNEMPRATE,Unemployment rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2013,,20.96,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2013,,49.74,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2015,,55.24,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2013,,60.09,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2015,,64.58,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2013,,80.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,PW,Palau,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,83.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,M,Male,_T,All ages,_T,National,_T,No breakdown by disability,2013,,55.63,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,WS,Samoa,LFPARTRATE,Labour force participation rate,M,Male,Y25T54,25-54,_T,National,_T,No breakdown by disability,2013,,67.46,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2015,,57.11,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,2015,,72.25,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TK,Tokelau,LFPARTRATE,Labour force participation rate,_T,Total,_T,All ages,_T,National,_T,No breakdown by disability,2015,,68.03,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2015,,38.4,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TV,Tuvalu,UNEMPRATE,Unemployment rate,M,Male,Y15T24,15-24,_T,National,_T,No breakdown by disability,2017,,50.12,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2016,,31.38,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2018,,38.37,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,2021,,37.56,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2016,,55.09,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2018,,63.66,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_EMPRATES(1.0),Labour force participation rates and unemployment rates,I,A,Annual,TO,Tonga,LFPARTRATE,Labour force participation rate,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,2021,,58.4,,PERCENT,percent,,,,,,,,,,
